,Business Name,Address,City,State,Membership/Store Number,Tire Brands Carried,Sales Group,Cooper Region,Date Registered,User Status,Points Earned,Courses Complete,Generated Key,Edit Distance,IsMatch,Activity Score,Heirarchy
1587,National Tire Warehouse,4280 Iowa St,BENICIA,California,,Cooper,Western Territory 07,Western,04/14/2015,Enabled,249.0,25,national4280iowabenicia,0,Dupe,High,G
1812,National Tire Warehouse,4280 Iowa St,BENICIA,California,C60,Cooper,Western Territory 07,Western,05/05/2015,Enabled,5.0,2,national4280iowabenicia,0,Dupe,Low,G
2035,National Tire Warehouse,4280 Iowa St,Benicia,California,,Cooper,Western Territory 07,Western,06/24/2015,Enabled,2.0,0,national4280iowabenicia,0,Dupe,No Activity,G
5166,National Tire Warehouse,4280 Iowa St,Benicia,California,,Cooper,Western Territory 07,Western,04/27/2017,Enabled,999.0,73,national4280iowabenicia,12,NotDupe,High,G
3656,National Tire Warehouse,5025 Florence Street Unit B,Denver,Colorado,,Cooper,Western Territory 01,Western,03/17/2016,Enabled,735.0,52,national5025flordenver,0,Dupe,High,G
1934,National Tire Warehouse,5025 Florence Street Unit B,Denver,Colorado,,Cooper,Western Territory 01,Western,05/21/2015,Enabled,249.0,25,national5025flordenver,0,Dupe,High,G
1929,National Tire Warehouse,5025 Florence Street Unit B,Denver,Colorado,,Cooper,Western Territory 01,Western,05/20/2015,Enabled,789.0,26,national5025flordenver,0,Dupe,High,G
2092,National Tire Warehouse,5025 Florence Street Unit B,Denver,Colorado,,Cooper,Western Territory 01,Western,07/10/2015,Enabled,4.0,1,national5025flordenver,0,Dupe,Low,G
1930,National Tire Warehouse,5025 Florence Street Unit B,Denver,Colorado,,Cooper,Western Territory 01,Western,05/20/2015,Enabled,1099.0,74,national5025flordenver,0,Dupe,High,G
1931,National Tire Warehouse,5025 Florence Street Unit B,Denver,Colorado,,Cooper,Western Territory 01,Western,05/20/2015,Enabled,339.0,27,national5025flordenver,12,NotDupe,High,G
5113,National Tire Distributor,5035 South Service Rd.,Burlington,Ontario,,Cooper,,,04/04/2017,Enabled,334.0,40,national5035soutburlingt,15,NotDupe,High,Unique
5697,National Tire Distributors,6150 mcalughlin road,Mississauga,Ontario,,Cooper,,,09/02/2017,Enabled,5.0,2,national6150mcalmississa,13,NotDupe,Low,Unique
4225,National Tire,64-630 kernaghan ave,winnipeg,Manitoba,,Cooper,,,08/04/2016,Enabled,380.0,14,national64630kerwinnipeg,14,NotDupe,High,Unique
1004,National Tire Distributors,656 Windmill Rd  Unit 100,Dartmouth,Nova Scotia,,Cooper,,,02/17/2015,Enabled,1046.0,75,national656windmdartmout,0,Dupe,High,G
1001,National Tire Distributors,656 Windmill Rd  Unit 100,dartmouth,Nova Scotia,,Cooper,,,02/17/2015,Enabled,1249.0,41,national656windmdartmout,0,Dupe,High,G
4195,National Tire Distributors,656 Windmill Road,Dartmouth,Nova Scotia,,Cooper,,,07/29/2016,Enabled,1091.0,74,national656windmdartmout,0,Dupe,High,G
2360,National Tire Distributors,656 Windmill Rd  Unit 100,Dartmouth,Nova Scotia,,Cooper,,,08/31/2015,Enabled,1146.0,75,national656windmdartmout,13,NotDupe,High,G
5220,National Tire Warehouse,720 Gladiola,Salt Lake city,Utah,,Cooper,,,05/11/2017,Enabled,30.0,0,national720gladisaltlake,2,Dupe,No Activity,G
1802,National Tire Warehouse,720 S Gladiola St #A,Salt Lake City,Utah,,Both,Western Territory 01,Western,05/04/2015,Enabled,4.0,1,national720sgladsaltlake,0,Dupe,Low,G
1932,National Tire Warehouse,720 S Gladiola St #A,Salt Lake City,Utah,234485,Cooper,Western Territory 01,Western,05/20/2015,Enabled,25.0,3,national720sgladsaltlake,13,NotDupe,Low,G
1003,National Tire Distributors,755 Foley Ave,Bathurst,New Brunswick,,Cooper,,,02/17/2015,Enabled,309.0,27,national755foleybathurst,16,NotDupe,High,Unique
180,National Tire Warehouse,9180 W Buckeye Rd,tolleson,Arizona,,Cooper,Western Territory 03,Western,07/27/2014,Enabled,631.0,53,national9180wbuctolleson,0,Dupe,High,G
177,National Tire Warehouse,9180 W Buckeye Rd,Tolleson,Arizona,232346,Cooper,Western Territory 03,Western,07/25/2014,Enabled,255.0,16,national9180wbuctolleson,0,Dupe,High,G
178,National Tire Warehouse,9180 W Buckeye Rd,Tolleson,Arizona,,Cooper,Western Territory 03,Western,07/25/2014,Enabled,45.0,3,national9180wbuctolleson,0,Dupe,Low,G
182,National Tire Warehouse,9180 W Buckeye Rd,Tolleson,Arizona,,Cooper,Western Territory 03,Western,07/28/2014,Enabled,275.0,15,national9180wbuctolleson,0,Dupe,High,G
1896,National Tire Warehouse,9180 W Buckeye Rd,Tolleson,Arizona,,Cooper,Western Territory 03,Western,05/14/2015,Enabled,1020.0,74,national9180wbuctolleson,0,Dupe,High,G
414,National Tire Warehouse,9180 W Buckeye Rd,Tolleson,Arizona,232346,Cooper,Western Territory 03,Western,11/14/2014,Enabled,329.0,33,national9180wbuctolleson,0,Dupe,High,G
336,National Tire Warehouse,9180 W Buckeye Rd,Tolleson,Arizona,C66,Cooper,Western Territory 03,Western,10/14/2014,Enabled,265.0,15,national9180wbuctolleson,2,Dupe,High,G
5289,Nation Tire Warehouse,9180 W. Buckeye Rd.,Tolleson,Arizona,,Cooper,Western Territory 03,Western,06/02/2017,Enabled,215.0,8,nationti9180wbuctolleson,17,NotDupe,Medium,G
437,Neace Tire,1605 Valley St,Dayton,Ohio,260664,Cooper,Mid West Territory 06,Midwest,11/25/2014,Enabled,65.0,5,neacetir1605valldayton,0,Dupe,Low,G
522,Neace Tire,1605 Valley St,Dayton,Ohio,260664,Cooper,Mid West Territory 06,Midwest,12/30/2014,Enabled,105.0,7,neacetir1605valldayton,0,Dupe,Medium,G
1950,Neace Tire,1605 Valley St,Dayton,Ohio,260664,Cooper,Mid West Territory 06,Midwest,05/26/2015,Enabled,5.0,2,neacetir1605valldayton,16,NotDupe,Low,G
2653,Neal Tire & Auto Service,1010 old route 66,litchfield,Illinois,,Cooper,Mid West Territory 07,Midwest,10/12/2015,Enabled,467.0,34,nealtire1010oldrlitchfie,0,Dupe,High,G
2646,Neal Tire & Auto Service,1010 old route 66,litchfield,Illinois,,Cooper,Mid West Territory 07,Midwest,10/12/2015,Enabled,195.0,10,nealtire1010oldrlitchfie,12,NotDupe,Medium,G
2758,Neal Tire & Auto Service,1078 E. Eldorado,Decatur,Illinois,,Cooper,Mid West Territory 07,Midwest,10/25/2015,Enabled,5.0,3,nealtire1078eelddecatur,0,Dupe,Low,G
2699,Neal Tire and Auto Service,1078 E. Eldorado,Decatur,Illinois,,Cooper,Mid West Territory 07,Midwest,10/19/2015,Enabled,2.0,0,nealtire1078eelddecatur,15,NotDupe,No Activity,G
2645,Neal Tire & Auto Service,1410 W Jackson st,Sullivan,Illinois,,Cooper,Mid West Territory 06,Midwest,10/12/2015,Enabled,185.0,7,nealtire1410wjacsullivan,0,Dupe,Medium,G
2692,Neal Tire & Auto Service,1410 W Jackson st,Sullivan,Illinois,,Cooper,Mid West Territory 06,Midwest,10/16/2015,Enabled,25.0,3,nealtire1410wjacsullivan,14,NotDupe,Low,G
2670,Neal Tire,205 E Madison,toledo,Illinois,,Cooper,Mid West Territory 06,Midwest,10/14/2015,Enabled,689.0,42,nealtire205emaditoledo,0,Dupe,High,G
2651,Neal Tire,205 E Madison,Toledo,Illinois,,Cooper,Mid West Territory 06,Midwest,10/12/2015,Enabled,1335.0,75,nealtire205emaditoledo,13,NotDupe,High,G
2693,Neal Tire,2235 25TH ST,Columbus,Indiana,203,Cooper,Mid West Territory 06,Midwest,10/16/2015,Enabled,4.0,2,nealtire223525thcolumbus,0,Dupe,Low,G
2650,Neal Tire,2235 25TH ST,COLUMBUS,Indiana,,Cooper,Mid West Territory 06,Midwest,10/12/2015,Enabled,4.0,1,nealtire223525thcolumbus,13,NotDupe,Low,G
2855,Neal Tire & Auto Service,301 W. Court St.,Paris,Illinois,,Cooper,Mid West Territory 06,Midwest,11/12/2015,Enabled,5.0,3,nealtire301wcourparis,13,NotDupe,Low,Unique
2660,Neal Tire,5200 w st rd 46,Bloomington,Indiana,,Cooper,Mid West Territory 06,Midwest,10/12/2015,Enabled,4.0,2,nealtire5200wstrblooming,13,NotDupe,Low,Unique
2659,Neal Tire,600 E Madison,Toledo,Illinois,,Cooper,Mid West Territory 06,Midwest,10/12/2015,Enabled,25.0,3,nealtire600emaditoledo,14,NotDupe,Low,Unique
2689,Neal Tire & Auto Service,611 Lafayette ave,Crawfordsville,Indiana,206,Cooper,Mid West Territory 06,Midwest,10/16/2015,Enabled,5.0,2,nealtire611lafaycrawford,15,NotDupe,Low,Unique
2701,Neal Tire & Auto Service,903 E Morton Ave,Jacksonville,Illinois,,Cooper,Mid West Territory 07,Midwest,10/19/2015,Enabled,1280.0,75,nealtire903emortjacksonv,0,Dupe,High,G
2654,Neal Tire & Auto Service,903 E Morton Ave,Jacksonville,Illinois,,Cooper,Mid West Territory 07,Midwest,10/12/2015,Enabled,753.0,33,nealtire903emortjacksonv,12,NotDupe,High,G
2647,Neal Tire & Auto Service,918 E Laurel Ave,Havana,Illinois,,Cooper,Mid West Territory 07,Midwest,10/12/2015,Enabled,341.0,23,nealtire918elaurhavana,18,NotDupe,High,Unique
679,Nebraskaland Tire,130 E Madison,Derby,Kansas,,Both,Mid West Territory 07,Midwest,02/02/2015,Enabled,5.0,4,nebraska130emadiderby,13,NotDupe,Low,Unique
681,Nebraskaland Tire,2015 W 21st Street,Wichita,Kansas,,Both,Mid West Territory 07,Midwest,02/02/2015,Enabled,309.0,30,nebraska2015w21swichita,13,NotDupe,High,Unique
2740,Nebraskaland Tire,2447 Lark Rd,Aurora,Kansas,,Mastercraft,Mid West Territory 07,Midwest,10/22/2015,Enabled,5.0,2,nebraska2447larkaurora,11,NotDupe,Low,Unique
1675,Nebraskaland Tire,2904 S Spruce,Wichita,Kansas,229231,Mastercraft,Mid West Territory 07,Midwest,04/24/2015,Enabled,15.0,4,nebraska2904ssprwichita,13,NotDupe,Low,Unique
1488,Nebraskaland Tire,3004 Plum Creek Pkwy,Lexington,Nebraska,229231,Both,Mid West Territory 08,Midwest,04/03/2015,Enabled,5.0,4,nebraska3004plumlexingto,0,Dupe,Low,G
1489,Nebraskaland Tire,3004 Plum Creek Pkwy,Lexington,Nebraska,223485,Both,Mid West Territory 08,Midwest,04/03/2015,Enabled,45.0,8,nebraska3004plumlexingto,19,NotDupe,Medium,G
3402,Nelson Auto World - University Service,1625 Como Ave SE,Minneapolis,Minnesota,234185797642,Cooper,Mid West Territory 05,Midwest,02/02/2016,Enabled,5.0,2,nelsonau1625comominneapo,17,NotDupe,Low,Unique
3323,Nelson Tire,1116 West 2nd Street,The Dalles,Oregon,,Cooper,Western Territory 05,Western,01/25/2016,Enabled,5.0,4,nelsonti1116westthedalle,19,NotDupe,Low,Unique
3639,New2You Tire Sales & Service,20 Lennox Drive,,,,,,,,,,0,new2yout20lennoxnan,17,NotDupe,No Activity,Unique
1191,Newlon Tire Inc,530 Carroll Street,New Lexington,Ohio,17754,Cooper,Mid West Territory 04,Midwest,03/05/2015,Enabled,53.0,8,newlonti530carronewlexin,19,NotDupe,Medium,Unique
4298,Niko's Auto Repair LLC,173 Rockland Road,Roscoe,New York,458022,Cooper,Eastern Territory 05,Eastern,08/30/2016,Enabled,4.0,1,nikosaut173rocklroscoe,20,NotDupe,Low,Unique
3253,Nissan of Middletown,4961 rt 17m,new hampton,New York,30674,Mastercraft,Eastern Territory 07,Eastern,01/18/2016,Enabled,358.0,19,nissanof4961rt17newhampt,21,NotDupe,High,Unique
5703,Nix Tire Inc,90 Commerce Rd.,Lindsay,Ontario,1984198,Cooper,,,09/06/2017,Enabled,4.0,1,nixtirei90commerlindsay,20,NotDupe,Low,Unique
5580,Norms Tire,113 south 5th st,missouri valley,Iowa,1,Cooper,Mid West Territory 08,Midwest,08/10/2017,Enabled,4.0,2,normstir113southmissouri,15,NotDupe,Low,Unique
5015,norm the tire man,809 sw 8th st,bentonville,Arkansas,norm the tire man,Cooper,South Central Territory 02,South Central,03/13/2017,Enabled,5.0,5,normthet809sw8thbentonvi,15,NotDupe,Low,Unique
2527,North Arkansas Tire Co,500 S. 7th,Heber Springs,Arkansas,nor209,Both,South Central Territory 02,South Central,09/30/2015,Enabled,35.0,3,northark500s7thheberspr,16,NotDupe,Low,Unique
3828,North Coast Used Tire Center,5784 North Ridge Rd.,Madison,Ohio,115751,Mastercraft,Eastern Territory 06,Eastern,04/21/2016,Enabled,45.0,4,northcoa5784nortmadison,14,NotDupe,Low,Unique
3944,North Country Tire Distributors,12759-149 ST,Edmonton,Alberta,,Cooper,,,05/18/2016,Enabled,103.0,16,northcou12759149edmonton,0,Dupe,High,G
3975,North Country Tire,12759-149 St,Edmonton,Alberta,,Cooper,,,05/21/2016,Enabled,4.0,2,northcou12759149edmonton,0,Dupe,Low,G
4011,North Country Tire,12759-149 Street,Edmonton,Alberta,,Cooper,,,06/01/2016,Enabled,121.0,26,northcou12759149edmonton,0,Dupe,High,G
4003,North Country Tire,12759 149 St,Edmonton,Alberta,,Cooper,,,05/30/2016,Enabled,5.0,3,northcou12759149edmonton,0,Dupe,Low,G
4074,North Country Tire,12759 - 149st,Edmonton,Alberta,,Cooper,,,06/23/2016,Enabled,5.0,3,northcou12759149edmonton,14,NotDupe,Low,G
4608,northern auto,10155 honor hwy,honor,Michigan,594179,Mastercraft,Mid West Territory 03,Midwest,12/05/2016,Enabled,4.0,1,northern10155honhonor,11,NotDupe,Low,Unique
3491,Northern Tire of Colebrook,,,,,,,,,,,0,northernnannan,0,Dupe,No Activity,G
3492,Northern Tire of Colebrook,,,,,,,,,,,0,northernnannan,16,NotDupe,No Activity,G
5296,Northfield Tire Pros,3882 northampton rd,cuyahoga falls,Ohio,764135,Cooper,Eastern Territory 06,Eastern,06/05/2017,Enabled,1004.0,74,northfie3882nortcuyahoga,17,NotDupe,High,Unique
5480,Northland Auto Center,16138 HWY 169,Milaca,Minnesota,1813251,Cooper,Mid West Territory 05,Midwest,07/15/2017,Enabled,190.0,8,northlan16138hwymilaca,18,NotDupe,Medium,Unique
4178,NORTHRIDGE AUTOMOTIVE,3059 SWEDEN-WALKER RD,BROCKPORT,New York,404807,Mastercraft,Eastern Territory 05,Eastern,07/26/2016,Enabled,2.0,1,northrid3059swedbrockpor,0,Dupe,Low,G
4179,NORTHRIDGE AUTOMOTIVE,3059 SWEDEN-WALKER RD,BROCKPORT,New York,404807,Mastercraft,Mid East 03,Eastern,07/26/2016,Enabled,2.0,1,northrid3059swedbrockpor,16,NotDupe,Low,G
4468,Northridge Automotive Inc,P.O.Box 116,Hamlin,New York,312118,Mastercraft,Eastern Territory 05,Eastern,10/24/2016,Enabled,75.0,10,northridpobox116hamlin,17,NotDupe,Medium,Unique
3484,North Tire Enterprises,2710 Losee Rd,Las Vegas,Nevada,766561,Cooper,Western Territory 04,Western,02/16/2016,Enabled,4.0,2,northtir2710loselasvegas,14,NotDupe,Low,Unique
4891,Northtown Auto,1135 Millersport Hwy,Amherst,New York,970381,Mastercraft,Mid East 03,Eastern,02/08/2017,Enabled,4.0,1,northtow1135millamherst,0,Dupe,Low,G
4890,Northtown Auto,1135 Millersport Hwy,Amherst,New York,970381,Mastercraft,Eastern Territory 05,Eastern,02/08/2017,Enabled,4.0,1,northtow1135millamherst,1,Dupe,Low,G
4889,Northtown Auto,1135 Millersport Hwy,Amhest,New York,970381,Mastercraft,Mid East 03,Eastern,02/08/2017,Enabled,5.0,3,northtow1135millamhest,0,Dupe,Low,G
4888,Northtown Auto,1135 Millersport Hwy,Amhest,New York,970381,Mastercraft,Eastern Territory 05,Eastern,02/08/2017,Enabled,5.0,3,northtow1135millamhest,19,NotDupe,Low,G
2340,Noyes St Alignment & brake,1400 Sunset Ave,Utica,New York,none,Cooper,Eastern Territory 05,Eastern,08/27/2015,Enabled,25.0,3,noyessta1400sunsutica,20,NotDupe,Low,Unique
2694,NTB-National Tire & Battery,183 Harbison Blvd,Columbia,South Carolina,,Cooper,South Atlantic Territory 03,South Atlantic,10/16/2015,Enabled,867.0,54,ntbnatio183harbicolumbia,19,NotDupe,High,Unique
5445,NTD,311 Ingersoll St,Ingersoll,Ontario,,Cooper,,,07/05/2017,Enabled,65.0,5,ntd311ingeringersol,0,Dupe,Low,G
5379,NTD,311 ingersoll st,Ingersoll,Ontario,,Cooper,,,06/22/2017,Enabled,999.0,73,ntd311ingeringersol,15,NotDupe,High,G
4176,NTD,4041 North Service Rd. Unit 3,Burlington,Ontario,,Cooper,,,07/26/2016,Enabled,1016.0,74,ntd4041nortburlingt,0,Dupe,High,G
5631,NTD,4041 North Service Road Unit 3,Burlington,Ontario,,Cooper,,,08/22/2017,Enabled,999.0,71,ntd4041nortburlingt,0,Dupe,High,G
5335,NTD,4041 North service Rd,Burlington,Ontario,,Cooper,,,06/12/2017,Enabled,0.0,0,ntd4041nortburlingt,0,Dupe,No Activity,G
5333,NTD,4041 North Service Rd Unit #3,Burlington,Ontario,,Cooper,,,06/12/2017,Enabled,0.0,0,ntd4041nortburlingt,0,Dupe,No Activity,G
5652,NTD,4041 North Service Road,Burlington,Ontario,,Cooper,,,08/24/2017,Enabled,999.0,73,ntd4041nortburlingt,0,Dupe,High,G
5654,NTD,4041 North Service Rd Unit 3,Burlington,Ontario,,Cooper,,,08/25/2017,Enabled,999.0,73,ntd4041nortburlingt,15,NotDupe,High,G
5502,NTD,6150 McLaughlin rd,Mississauga,Ontario,,Cooper,,,07/25/2017,Enabled,455.0,17,ntd6150mclamississa,17,NotDupe,High,Unique
4295,NTD Canada,102-765 Vanalman Ave,Victoria,British Columbia,,Cooper,,,08/29/2016,Enabled,1066.0,74,ntdcanad102765vavictoria,13,NotDupe,High,Unique
3696,NTD Canada,1251 TAPPSCOTT,SCARBOROUGH,Ontario,,Both,,,03/22/2016,Enabled,1120.0,79,ntdcanad1251tappscarboro,15,NotDupe,High,Unique
3635,NTD Canada,230 Frenette Avenue,MOncton,New Brunswick,,Cooper,,,03/15/2016,Enabled,5.0,3,ntdcanad230frenemoncton,13,NotDupe,Low,Unique
5647,NTD Canada,2-4041 North Service Rd,Burlington,Ontario,,Cooper,,,08/24/2017,Enabled,719.0,55,ntdcanad24041norburlingt,1,Dupe,High,G
5274,NTD Canada,3-4041 North Service Road,Burlington,Ontario,,Cooper,,,05/31/2017,Enabled,999.0,73,ntdcanad34041norburlingt,2,Dupe,High,G
3728,NTD Canada,4041 North Service Rd,Burlington,Ontario,,Cooper,,,03/29/2016,Enabled,170.0,9,ntdcanad4041nortburlingt,0,Dupe,Medium,G
5687,NTD Canada Ltd,4041 North Service Rd,Burlington,Ontario,,Both,,,08/31/2017,Enabled,45.0,4,ntdcanad4041nortburlingt,14,NotDupe,Low,G
1797,NTD Canada,656 Windmill Rd  Unit 100,Dartmouth,Nova Scotia,,Cooper,,,04/30/2015,Enabled,4.0,3,ntdcanad656windmdartmout,0,Dupe,Low,G
5111,NTD Canada,656 Windmill Road,Dartmouth,Nova Scotia,,Cooper,,,04/04/2017,Enabled,705.0,32,ntdcanad656windmdartmout,0,Dupe,High,G
5228,NTD Canada,656 Windmill,Dartmouth,Nova Scotia,,Cooper,,,05/16/2017,Enabled,105.0,7,ntdcanad656windmdartmout,0,Dupe,Medium,G
1007,NTD Canada,656 Windmill Rd  Unit 100,Dartmouth,Nova Scotia,,Cooper,,,02/18/2015,Enabled,1039.0,54,ntdcanad656windmdartmout,0,Dupe,High,G
1126,NTD Canada,656 Windmill Rd  Unit 100,Dartmouth,Nova Scotia,,Cooper,,,02/26/2015,Enabled,309.0,27,ntdcanad656windmdartmout,0,Dupe,High,G
4302,NTD Canada,656 WIndmill Road Suite 100,Dartmouth,Nova Scotia,,Cooper,,,08/31/2016,Enabled,1091.0,74,ntdcanad656windmdartmout,0,Dupe,High,G
4289,NTD Canada,656 WIndmill Road Suite 100,Dartmouth,Nova Scotia,,Cooper,,,08/29/2016,Enabled,25.0,3,ntdcanad656windmdartmout,0,Dupe,Low,G
5260,NTD Canada,656 Windmill,Dartmouth,Nova Scotia,,Cooper,,,05/26/2017,Enabled,999.0,73,ntdcanad656windmdartmout,0,Dupe,High,G
1646,NTD Canada,656 Windmill Rd  Unit 100,Dartmouth,Nova Scotia,,Cooper,,,04/22/2015,Enabled,445.0,14,ntdcanad656windmdartmout,14,NotDupe,High,G
1042,NTD Canada,9800 Transcanadienne,Saint-Laurent,Quebec,,Cooper,,,02/19/2015,Enabled,4.0,3,ntdcanad9800transaintlau,19,NotDupe,Low,Unique
5271,NTD(National Tire Distributors),4041 North Service road,Burlington,Ontario,,Cooper,,,05/31/2017,Enabled,449.0,49,ntdnatio4041nortburlingt,19,NotDupe,High,Unique
4171,NTW,9180 West Buckeye Road,Tolleson,Arizona,,Cooper,Western Territory 03,Western,07/25/2016,Enabled,680.0,27,ntw9180westtolleson,23,NotDupe,High,Unique
3493,Oakridge TireCenter,47406 Hwy 58,Oakridge,Oregon,260921792350,Cooper,Western Territory 07,Western,02/18/2016,Enabled,1241.0,89,oakridge47406hwyoakridge,19,NotDupe,High,Unique
3791,OAKWOOD TIRE COMPANY LLC,17580 N. 450 E. RD.,FITHIAN,Illinois,684040,Mastercraft,Mid West Territory 05,Midwest,04/13/2016,Enabled,4.0,2,oakwoodt17580n45fithian,14,NotDupe,Low,Unique
1336,Oakwood Tire Co,3120 ATLANTA HWY,gainesville,Georgia,706304,Cooper,South Atlantic Territory 05,South Atlantic,03/24/2015,Enabled,1375.0,61,oakwoodt3120atlagainesvi,0,Dupe,High,G
1265,Oakwood Tire Co,3120 ATLANTA HWY,GAINESVILLE,Georgia,706304,Cooper,South Atlantic Territory 05,South Atlantic,03/17/2015,Enabled,5.0,2,oakwoodt3120atlagainesvi,0,Dupe,Low,G
1306,Oakwood Tire Co,3120 ATLANTA HWY,GAINESVILLE,Georgia,706304,Both,South Atlantic Territory 05,South Atlantic,03/20/2015,Enabled,1351.0,89,oakwoodt3120atlagainesvi,22,NotDupe,High,G
2200,O'Brien's Battery and Tire Service Inc,3782 N Wozniak Rd,Michigan City,Indiana,905610,Cooper,Mid West Territory 04,Midwest,07/31/2015,Enabled,1115.0,75,obriensb3782nwozmichigan,0,Dupe,High,G
3842,O'Brien's Battery & Tire,3782 N. Wozniak,Michigan City,Indiana,905610,Cooper,Mid West Territory 04,Midwest,04/26/2016,Enabled,75.0,5,obriensb3782nwozmichigan,0,Dupe,Low,G
4140,OBRIENS BATTERY AND TIRE SERVICE INC.,3782 N WOZNIAK RD,MICHIGAN CITY,Indiana,9056102,Cooper,Mid West Territory 04,Midwest,07/19/2016,Enabled,23.0,10,obriensb3782nwozmichigan,21,NotDupe,Medium,G
4356,Ode Auto Repair & Tire,23830 Groesbeck,Warren,Michigan,28740,Cooper,Mid West Territory 04,Midwest,09/20/2016,Enabled,45.0,3,odeautor23830growarren,21,NotDupe,Low,Unique
1380,Officer's Auto Care Inc.,210 Industrial Dr.,Mount Forest,Ontario,731198,Cooper,,,03/27/2015,Enabled,45.0,6,officers210indusmountfor,20,NotDupe,Medium,Unique
4937,Ohio Auto Club,2400 Sobeck Rd.,Columbus,Ohio,1812821,Cooper,Mid West Territory 04,Midwest,02/22/2017,Enabled,0.0,0,ohioauto2400sobecolumbus,19,NotDupe,No Activity,Unique
4621,OK Tire & Auto,801 N 1st,McAlester,Oklahoma,59240345251,Cooper,South Central Territory 02,South Central,12/08/2016,Enabled,0.0,0,oktireau801n1stmcaleste,0,Dupe,No Activity,G
4607,OK Tire & Auto,801 N 1st,McAlester,Oklahoma,59240345251,Cooper,South Central Territory 02,South Central,12/05/2016,Enabled,2.0,1,oktireau801n1stmcaleste,20,NotDupe,Low,G
5340,OLDHAMS AUTO,322 state road 16,st. Augustine,Florida,1801381,Mastercraft,South Atlantic Territory 06,South Atlantic,06/13/2017,Enabled,5.0,3,oldhamsa322statestaugust,22,NotDupe,Low,Unique
4422,Omnisource,150 W. 60th Place,Denver,Colorado,175580239,Cooper,Western Territory 01,Western,10/11/2016,Enabled,25.0,3,omnisour150w60thdenver,14,NotDupe,Low,Unique
5073,OmniSource USA,413 Northwest 2nd Street,Amarillo,Texas,,Cooper,South Central Territory 06,South Central,03/27/2017,Enabled,125.0,7,omnisour413northamarillo,4,NotDupe,Medium,Unique
5054,Omnisource,413 NW 2nd Ave,Amarillo,Texas,,Cooper,South Central Territory 06,South Central,03/21/2017,Enabled,165.0,7,omnisour413nw2ndamarillo,0,Dupe,Medium,G
5048,Omnisource United Inc,413 NW 2nd Ave,Amarillo,Texas,,Cooper,South Central Territory 06,South Central,03/21/2017,Enabled,35.0,2,omnisour413nw2ndamarillo,0,Dupe,Low,G
5139,Omnisource United,413 nw 2nd,Amarillo,Texas,,Cooper,South Central Territory 06,South Central,04/13/2017,Enabled,1029.0,73,omnisour413nw2ndamarillo,0,Dupe,High,G
5497,Omnisource United,413 NW 2nd Ave.,Amarillo,Texas,,Cooper,South Central Territory 06,South Central,07/20/2017,Enabled,0.0,0,omnisour413nw2ndamarillo,14,NotDupe,No Activity,G
5005,Omnisource United USA,4380 W Lower Buckeye Road,Phoenix,Arizona,,Both,Western Territory 03,Western,03/10/2017,Enabled,25.0,3,omnisour4380wlowphoenix,14,NotDupe,Low,Unique
4988,Omnisource United,,,,,,,,,,,0,omnisournannan,19,NotDupe,No Activity,Unique
4341,One Shot Tire & Auto,1200 East Park Avenue,Enterprise,Alabama,178207,Cooper,South Central Territory 03,South Central,09/15/2016,Enabled,5.0,3,oneshott1200eastenterpri,0,Dupe,Low,G
3984,One Shot Tire & Auto,1200 East Park Avenue,Enterprise,Alabama,178207,Cooper,South Central Territory 03,South Central,05/24/2016,Enabled,47.0,6,oneshott1200eastenterpri,0,Dupe,Medium,G
4346,One Shot Tire & Auto,1200 East Park Avenue,Enterprise,Alabama,178207,Cooper,South Central Territory 03,South Central,09/16/2016,Enabled,7.0,4,oneshott1200eastenterpri,3,Dupe,Low,G
4357,One Shot Tire & Auto,1200 E Park Ave,Enterprise,Alabama,178207,Cooper,South Central Territory 03,South Central,09/20/2016,Enabled,5.0,2,oneshott1200eparenterpri,20,NotDupe,Low,G
3447,Ontario Auto Market & Tires,1677 VICTORIA ST N,KITCHENER,Ontario,926903,Cooper,,,02/09/2016,Enabled,5.0,3,ontarioa1677victkitchene,0,Dupe,Low,G
3449,Ontario Auto Market & Tires,1677 VICTORIA ST N,KITCHENER,Ontario,926903,Cooper,,,02/09/2016,Enabled,822.0,64,ontarioa1677victkitchene,16,NotDupe,High,G
3596,Ontario Auto Market & Tires,220 14th st w,owen sound,Ontario,5,Cooper,,,03/09/2016,Enabled,564.0,46,ontarioa22014thsowensoun,0,Dupe,High,G
3586,Ontario Auto Market & Tires,220 14th st w,owen sound,Ontario,5,Cooper,,,03/07/2016,Enabled,36.0,4,ontarioa22014thsowensoun,15,NotDupe,Low,G
1803,Ontario Auto Market & Tires,680 Trillium Dr,Kitchener,Ontario,554651,Cooper,,,05/05/2015,Enabled,165.0,9,ontarioa680trillkitchene,22,NotDupe,Medium,Unique
3102,Oriskany Garage Tire and Auto Service,1206 Champlin Ave,Yorkville,New York,663206,Mastercraft,Eastern Territory 05,Eastern,12/17/2015,Enabled,5.0,3,oriskany1206chamyorkvill,22,NotDupe,Low,Unique
1077,Osburn Tire & Automotive,398 Main Street,Conneaut,Ohio,589511,Both,Eastern Territory 06,Eastern,02/23/2015,Enabled,319.0,31,osburnti398mainsconneaut,0,Dupe,High,G
1064,Osburn Tire & Automotive,398 Main Street,conneaut,Ohio,589511,Cooper,Eastern Territory 06,Eastern,02/20/2015,Enabled,219.0,23,osburnti398mainsconneaut,0,Dupe,High,G
